label,message
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
ham,"Dear, will call Tmorrow.pls accomodate."
ham,Beerage?
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
ham,Got it. Seventeen pounds for seven hundred ml – hope ok.
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
ham,I'm stuck in da middle of da row on da right hand side of da lt... 
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
ham,Just sleeping..and surfing
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
ham,What time. I‘m out until prob 3 or so
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?
ham,Is she replying. Has boye changed his phone number
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,"Why is that, princess? I bet the brothas are all chasing you!"
ham,I thank you so much for all you do with selflessness. I love you plenty.
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
ham,ALRITE
ham,Otherwise had part time job na-tuition..
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
ham,Yavnt tried yet and never played original either
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
ham,Shhhhh nobody is supposed to know!
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
spam,Money i have won wining number 946 wot do i do next
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
ham,Can you do online transaction?
ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8"
ham,Thanks love. But am i doing torch or bold.
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
ham,Having lunch:)you are not in online?why?
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
ham,"Text me when you get off, don't call, my phones having problems"
ham,The new deus ex game comin early next yr
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
ham,Love it! The girls at the office may wonder why you are smiling but sore...
ham,R we still meeting 4 dinner tonight?
ham,Also remember the beads don't come off. Ever.
ham,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn"
ham,"Haha I heard that, text me when you're around"
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
ham,If you ask her or she say any please message.
ham,"Thursday night? Yeah, sure thing, we'll work it out then"
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
ham,"Goodmorning, Today i am late for  &lt;#&gt; min."
ham,All done? All handed in? Celebrations in full swing yet?
ham,I dont. Can you send it to me. Plus how's mode.
ham,Are you the cutest girl in the world or what
ham,I come n pick ü up... Come out immediately aft ur lesson...
ham,Have you seen who's back at Holby?!
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
ham,K.k.this month kotees birthday know?
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
ham,Mm i am on the way to railway
ham,"Hey elaine, is today's meeting still on?"
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
ham,Can you talk with me..
ham,These won't do. Have to move on to morphine
ham,Sorry i din lock my keypad.
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
ham,Also track down any lighters you can find
ham,Ok...
ham,"Haha get used to driving to usf man, I know a lot of stoners"
ham,"""Life is nothing wen v get everything"". But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng"
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
ham,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8"
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
ham,Nothing just getting msgs by dis name wit different no's..
ham,I need you to be in my strong arms...
ham,Ok...
ham,K tell me anything about you.
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
ham,I'm coming home 4 dinner.
ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
spam,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC
ham,"Its ok, if anybody asks abt me, u tel them..:-P"
ham,Thank You meet you monday
ham,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt"
ham,So what about you. What do you remember
ham,I have gone into get info bt dont know what to do
ham,If you r @ home then come down within 5 min
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.
ham,Aight ill get on fb in a couple minutes
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .
ham,Are you coming to day for class.
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!
ham,"""HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"""
spam,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
ham,"If e timing can, then i go w u lor..."
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
spam,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468"
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie
ham,5 nights...We nt staying at port step liao...Too ex
ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
ham,Can do lor...
ham,S:)no competition for him.
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
ham,And he's apparently bffs with carly quick now
ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... 
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,Is there any training tomorrow?
ham,Oh:)as usual vijay film or its different?
ham,Prepare to be pleasured :)
ham,I'm working technical support :)voice process.networking field.
ham,Also maaaan are you missing out
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
ham,My friends use to call the same.
ham,"I've got ten bucks, jay is being noncomittal"
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...
ham,"That's fine, I'll bitch at you about it later then"
ham,Are you still playing with gautham?
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
ham,You will be in the place of that man
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
ham,Gud mrng dear hav a nice day
ham,Just normal only here :)
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
ham,Dear good morning how you feeling dear
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
ham,That's significant but dont worry.
ham,"What i mean was i left too early to check, cos i'm working a 9-6."
ham,Shopping? Eh ger i toking abt syd leh...Haha
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you
ham,"Oops I did have it,  &lt;#&gt; ?"
ham,Printer is cool. I mean groovy. Wine is groovying
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
ham,I send the print  outs da.
ham, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
ham,TaKe CaRE n gET WeLL sOOn
ham,Sounds like you have many talents! would you like to go on a dinner date next week?
ham,I'm going for bath will msg you next  &lt;#&gt;  min..
ham,Ü come lt 25 n pass to me lar
ham,You still at the game?
ham,Yes :)it completely in out of form:)clark also utter waste.
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154"
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
ham,Not able to do anything.
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too
ham,His frens go then he in lor. Not alone wif my mum n sis lor.
ham,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470"
ham,Ok how you dear. Did you call chechi
ham,G wants to know where the fuck you are
ham,Some of them told accenture is not confirm. Is it true.
ham,So how's the weather over there?
ham,I am late. I will be there at
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,Am in gobi arts college
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
spam,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
ham,The bus leaves at  &lt;#&gt; 
ham,I cant wait to see you! How were the photos were useful? :)
ham,"Haha figures, well I found the piece and priscilla's bowl"
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
ham,Jokin only lar... :-) depends on which phone my father can get lor...
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
ham,Did you stitch his trouser
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 
ham,I am going to film 2day da. At 6pm. Sorry da.
ham,My uncles in Atlanta. Wish you guys a great semester.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
ham,Yo im right by yo work
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
ham,"""ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX."""
ham,R we going with the  &lt;#&gt;  bus?
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj"
ham,Delhi and chennai still silent.
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082
ham,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor..."
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
ham,cool. We will have fun practicing making babies!
ham,Will ü b going to esplanade fr home?
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
ham,Yeah imma come over cause jay wants to do some drugs
ham,Ü mean it's confirmed... I tot they juz say oni... Ok then... 
ham,What time you thinkin of goin?
ham,Minimum walk is 3miles a day.
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
ham,We r outside already.
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
ham,Whatsup there. Dont u want to sleep
ham,Your pussy is perfect!
ham,Ok lor...
ham,Need a coffee run tomo?Can't believe it's that time of week already
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.
ham,Take some small dose tablet for fever
ham,At home by the way
ham,"Right on brah, see you later"
ham,I doubt you could handle 5 times per night in any case...
ham,I'll let you know when it kicks in
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,Dear reached railway. What happen to you
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx
ham,No. Did you multimedia message them or e-mail?
ham,"That's cool, I'll come by like  &lt;#&gt; ish"
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
ham,Easy ah?sen got selected means its good..
ham,Would really appreciate if you call me. Just need someone to talk to.
ham,Ok.ok ok..then..whats ur todays plan
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
ham,"Sorry, I'll call later  &lt;#&gt; mins"
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
ham,Missing you too.pray inshah allah
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
spam,Adult 18 Content Your video will be with you shortly
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
ham,From tomorrow onwards eve 6 to 3 work.
ham,Haha i think i did too
ham,In meeting da. I will call you
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
ham,His bday real is in april .
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
ham,will you like to be spoiled? :)
ham,Mode men or have you left.
ham,Tell rob to mack his gf in the theater
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,Oh ya ya. I remember da. .
ham,No management puzzeles.
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
ham,S....s...india going to draw the series after many years in south african soil..
ham,"Received, understood n acted upon!"
ham,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?
ham,Boooo you always work. Just quit.
ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
ham,Shall i come to get pickle
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
ham,Yeah it's jus rite...
spam,You have 1 new message. Please call 08718738034.
ham,U sick still can go shopping?
ham,Rofl. Its true to its name
ham,"Sorry, I'll call later"
ham,Sorry i'm not free...
ham,at bruce b downs &amp; fletcher now
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
ham,Unni thank you dear for the recharge..Rakhesh
ham,Uncle Abbey! Happy New Year. Abiola
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,"Sorry, I'll call later"
ham,"Sorry, was in the bathroom, sup"
ham,Ok that's great thanx a lot.
ham,"Me, i dont know again oh"
ham,I am not having her number sir
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
ham,Thanks for looking out for me. I really appreciate.
ham,K.k..how is your sister kids?
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
ham,I have to take exam with march 3
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 "
ham,"Probably gonna be here for a while, see you later tonight &lt;)"
ham,And do you have any one that can teach me how to ship cars.
ham,I know that my friend already told that.
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
ham,Yup...
ham,Then ü come n pick me at 530 ar?
ham,Oh ic. I thought you meant mary jane.
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
ham,What is this 'hex' place you talk of? Explain!
ham,I'm in a movie... Collect car oredi...
ham,No. Yes please. Been swimming?
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,K:)eng rocking in ashes:)
ham,Actually I decided I was too hungry so I haven't left yet :V
ham,Ok...
ham,No just send to you. Bec you in temple na.
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
ham,Ok. Me watching tv too.
ham,I can make lasagna for you... vodka...
ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
ham,Sac needs to carry on:)
spam,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT"
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
ham,As in different styles?
ham,Ok lor then we go tog lor...
ham,Ü got wat to buy tell us then ü no need to come in again.
ham,No pic. Please re-send.
ham,I want to see your pretty pussy...
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
ham,G.W.R
ham,Yes da. Any plm at ur office
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
ham,i want to grasp your pretty booty :)
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
ham,when you and derek done with class?
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
ham,Can you please send me my aunty's number
ham,Happy new years melody!
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
ham,Wish u many many returns of the day.. Happy birthday vikky..
ham,Shopping lor. Them raining mah hard 2 leave orchard.
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G."
ham,Am in film ill call you later.
